	v1A1	v2A1	v3A1	v4A1	v5A1	v6A1	v7A1	v8A1	v9A1	v10A1	v11A1	v12A1	v13A1	v14A1	v15A1
Fb000568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fb000569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fb000572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fb000573	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fb000574	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fb000578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fb000579	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fb000580	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fb000587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fb000596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fb000598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fb000606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fb000609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd000932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd000934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd000943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd000947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd000951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd000954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd000969	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Fd000971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd000973	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd000977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd000982	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
Fd000988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd000990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd000992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd000995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd000999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001033	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001035	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001037	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001044	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001055	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Fd001057	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001074	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001079	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001087	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001090	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001094	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Fd001096	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001098	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001424	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001426	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FD001440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001445	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Fd001446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001462	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Fd001464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001471	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001488	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001489	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001514	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001518	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001534	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001538	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001552	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001553	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001554	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001579	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Fd001581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001583	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Fd001588	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001603	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001604	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Fd001608	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001971	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd001999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002018	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Fd002019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002024	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002025	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002051	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Fd002053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002067	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002078	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002111	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002120	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fd002137	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Fi000205	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Fi000237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fi000239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fi000241	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fi000242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fi000243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fi000247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fi000248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fi000249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fi021876	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu000939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu000940	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
Fu000941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu000972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu000979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu001076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu001632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu001633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu001634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu001635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999002	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999005	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Fu999006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999011	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Fu999012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999019	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999021	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Fu999022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999025	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999027	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999032	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Fu999036	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999038	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999058	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999059	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999075	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Fu999076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999077	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999080	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Fu999081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999083	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999084	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999093	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999094	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999095	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fu999105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He021722	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He021723	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
He021724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He021729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He021754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He021756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He021758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He021759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He021761	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
He021762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He021765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He021766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He021767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He021768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He021769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He021771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He021772	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He021773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He021774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He021775	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
He021780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He021782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He021783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He026700	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
He026702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He026703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He026704	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0
He026705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He921756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
He921763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pe021807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pe021808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF024855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF024856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF024857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF024869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF024870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF024871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF024872	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF024873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF024879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF024880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF025697	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PF025722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF025724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF025730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG024907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG024908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG024909	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG024917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG024918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG024924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG024932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG025897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG025898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG025899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG025904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG025906	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG025907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG025908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG025910	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG025911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG025913	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PG025914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG025916	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PG025917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PG026052	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PG924908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PV024955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PV024956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PV024959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PV024961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PV024962	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PV024964	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PV024965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PV024966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PV024967	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PV024968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PV024969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PV024975	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PV024976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PV024977	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PV024978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PV024986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PV024987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pv024988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PV024989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PV024992	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PV024993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PV026121	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PW025005	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PW025009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Va000004	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000049	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000050	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000054	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Va000056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
